event,arg,line,offset,opcode,locals
line,,4,4,FOR_ITER,"{'.0': <range_iterator object at 0x7f7f9819af00>, 'lenP': 3, 'i': 2}"
opcode,,4,4,FOR_ITER,"{'.0': <range_iterator object at 0x7f7f9819af00>, 'lenP': 3, 'i': 2}"
opcode,,4,20,RETURN_VALUE,"{'.0': <range_iterator object at 0x7f7f9819af00>, 'lenP': 3, 'i': 2}"
return,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]",4,20,RETURN_VALUE,"{'.0': <range_iterator object at 0x7f7f9819af00>, 'lenP': 3, 'i': 2}"
opcode,,4,56,STORE_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3}"
line,,5,58,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[0, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,5,58,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[0, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,5,60,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[0, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,5,62,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[0, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,5,64,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[0, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,5,66,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[0, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,5,68,STORE_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[0, 0, 0], [0, 0, 0], [0, 0, 0]]}"
line,,7,70,LOAD_GLOBAL,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,7,70,LOAD_GLOBAL,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,7,72,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,7,74,LOAD_DEREF,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,7,76,CALL_FUNCTION,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,7,78,GET_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,7,80,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]]}"
opcode,,7,82,STORE_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]]}"
line,,8,84,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
opcode,,8,84,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
opcode,,8,86,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
opcode,,8,88,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
opcode,,8,90,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
opcode,,8,92,COMPARE_OP,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
opcode,,8,94,POP_JUMP_IF_FALSE,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
line,,7,80,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
opcode,,7,80,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
opcode,,7,82,STORE_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 1}"
line,,8,84,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,8,84,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,8,86,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,8,88,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,8,90,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,8,92,COMPARE_OP,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,8,94,POP_JUMP_IF_FALSE,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
line,,9,96,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,96,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,98,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,100,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,102,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,104,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,106,BINARY_SUBTRACT,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,108,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,110,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,112,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,114,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,116,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,118,STORE_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 0], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,9,120,JUMP_ABSOLUTE,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
line,,7,80,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,7,80,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
line,,11,122,LOAD_GLOBAL,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,11,122,LOAD_GLOBAL,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,11,124,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,11,126,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,11,128,CALL_FUNCTION,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,11,130,GET_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,11,132,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
opcode,,11,134,STORE_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2}"
line,,12,136,LOAD_GLOBAL,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,12,136,LOAD_GLOBAL,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,12,138,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,12,140,LOAD_DEREF,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,12,142,CALL_FUNCTION,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,12,144,GET_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,12,146,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,12,148,STORE_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
line,,13,150,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,150,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,152,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,154,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,156,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,158,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,160,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,162,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,164,BUILD_SET,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,166,COMPARE_OP,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,13,168,POP_JUMP_IF_FALSE,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
line,,14,170,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,170,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,172,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,174,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,176,BINARY_SUBTRACT,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,178,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,180,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,182,LOAD_CONST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,184,BINARY_SUBTRACT,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,186,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,188,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,190,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,192,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,194,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,196,STORE_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 0, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,14,198,JUMP_ABSOLUTE,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
line,,12,146,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,12,146,FOR_ITER,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
opcode,,12,148,STORE_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 1, 'i': 1}"
line,,13,150,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,13,150,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,13,152,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,13,154,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,13,156,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,13,158,LOAD_FAST,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
opcode,,13,160,BINARY_SUBSCR,"{'s': ' aa', 'p': ' a*', 'lenS': 3, 'lenP': 3, 'dp': [[1, 0, 1], [0, 1, 0], [0, 0, 0]], 'j': 2, 'i': 1}"
