event,arg,line,offset,opcode,locals
call,,2,-1,<0>,{'j': 1}
line,,3,0,LOAD_CONST,{'j': 1}
opcode,,3,0,LOAD_CONST,{'j': 1}
opcode,,3,2,STORE_FAST,{'j': 1}
line,,4,4,LOAD_GLOBAL,"{'j': 1, 'n': 10}"
opcode,,4,4,LOAD_GLOBAL,"{'j': 1, 'n': 10}"
opcode,,4,6,LOAD_CONST,"{'j': 1, 'n': 10}"
opcode,,4,8,LOAD_FAST,"{'j': 1, 'n': 10}"
opcode,,4,10,CALL_FUNCTION,"{'j': 1, 'n': 10}"
opcode,,4,12,GET_ITER,"{'j': 1, 'n': 10}"
opcode,,4,14,FOR_ITER,"{'j': 1, 'n': 10}"
opcode,,4,16,STORE_FAST,"{'j': 1, 'n': 10}"
line,,5,18,LOAD_FAST,"{'j': 1, 'n': 10, 'i': 1}"
opcode,,5,18,LOAD_FAST,"{'j': 1, 'n': 10, 'i': 1}"
opcode,,5,20,LOAD_FAST,"{'j': 1, 'n': 10, 'i': 1}"
opcode,,5,22,BINARY_ADD,"{'j': 1, 'n': 10, 'i': 1}"
opcode,,5,24,STORE_FAST,"{'j': 1, 'n': 10, 'i': 1}"
opcode,,5,26,JUMP_ABSOLUTE,"{'j': 2, 'n': 10, 'i': 1}"
line,,4,14,FOR_ITER,"{'j': 2, 'n': 10, 'i': 1}"
opcode,,4,14,FOR_ITER,"{'j': 2, 'n': 10, 'i': 1}"
opcode,,4,16,STORE_FAST,"{'j': 2, 'n': 10, 'i': 1}"
line,,5,18,LOAD_FAST,"{'j': 2, 'n': 10, 'i': 2}"
opcode,,5,18,LOAD_FAST,"{'j': 2, 'n': 10, 'i': 2}"
opcode,,5,20,LOAD_FAST,"{'j': 2, 'n': 10, 'i': 2}"
opcode,,5,22,BINARY_ADD,"{'j': 2, 'n': 10, 'i': 2}"
opcode,,5,24,STORE_FAST,"{'j': 2, 'n': 10, 'i': 2}"
opcode,,5,26,JUMP_ABSOLUTE,"{'j': 4, 'n': 10, 'i': 2}"
line,,4,14,FOR_ITER,"{'j': 4, 'n': 10, 'i': 2}"
opcode,,4,14,FOR_ITER,"{'j': 4, 'n': 10, 'i': 2}"
opcode,,4,16,STORE_FAST,"{'j': 4, 'n': 10, 'i': 2}"
line,,5,18,LOAD_FAST,"{'j': 4, 'n': 10, 'i': 3}"
opcode,,5,18,LOAD_FAST,"{'j': 4, 'n': 10, 'i': 3}"
opcode,,5,20,LOAD_FAST,"{'j': 4, 'n': 10, 'i': 3}"
opcode,,5,22,BINARY_ADD,"{'j': 4, 'n': 10, 'i': 3}"
opcode,,5,24,STORE_FAST,"{'j': 4, 'n': 10, 'i': 3}"
opcode,,5,26,JUMP_ABSOLUTE,"{'j': 7, 'n': 10, 'i': 3}"
line,,4,14,FOR_ITER,"{'j': 7, 'n': 10, 'i': 3}"
opcode,,4,14,FOR_ITER,"{'j': 7, 'n': 10, 'i': 3}"
opcode,,4,16,STORE_FAST,"{'j': 7, 'n': 10, 'i': 3}"
line,,5,18,LOAD_FAST,"{'j': 7, 'n': 10, 'i': 4}"
opcode,,5,18,LOAD_FAST,"{'j': 7, 'n': 10, 'i': 4}"
opcode,,5,20,LOAD_FAST,"{'j': 7, 'n': 10, 'i': 4}"
opcode,,5,22,BINARY_ADD,"{'j': 7, 'n': 10, 'i': 4}"
opcode,,5,24,STORE_FAST,"{'j': 7, 'n': 10, 'i': 4}"
opcode,,5,26,JUMP_ABSOLUTE,"{'j': 11, 'n': 10, 'i': 4}"
line,,4,14,FOR_ITER,"{'j': 11, 'n': 10, 'i': 4}"
opcode,,4,14,FOR_ITER,"{'j': 11, 'n': 10, 'i': 4}"
opcode,,4,16,STORE_FAST,"{'j': 11, 'n': 10, 'i': 4}"
line,,5,18,LOAD_FAST,"{'j': 11, 'n': 10, 'i': 5}"
opcode,,5,18,LOAD_FAST,"{'j': 11, 'n': 10, 'i': 5}"
opcode,,5,20,LOAD_FAST,"{'j': 11, 'n': 10, 'i': 5}"
opcode,,5,22,BINARY_ADD,"{'j': 11, 'n': 10, 'i': 5}"
opcode,,5,24,STORE_FAST,"{'j': 11, 'n': 10, 'i': 5}"
opcode,,5,26,JUMP_ABSOLUTE,"{'j': 16, 'n': 10, 'i': 5}"
line,,4,14,FOR_ITER,"{'j': 16, 'n': 10, 'i': 5}"
opcode,,4,14,FOR_ITER,"{'j': 16, 'n': 10, 'i': 5}"
opcode,,4,16,STORE_FAST,"{'j': 16, 'n': 10, 'i': 5}"
line,,5,18,LOAD_FAST,"{'j': 16, 'n': 10, 'i': 6}"
opcode,,5,18,LOAD_FAST,"{'j': 16, 'n': 10, 'i': 6}"
opcode,,5,20,LOAD_FAST,"{'j': 16, 'n': 10, 'i': 6}"
opcode,,5,22,BINARY_ADD,"{'j': 16, 'n': 10, 'i': 6}"
opcode,,5,24,STORE_FAST,"{'j': 16, 'n': 10, 'i': 6}"
opcode,,5,26,JUMP_ABSOLUTE,"{'j': 22, 'n': 10, 'i': 6}"
line,,4,14,FOR_ITER,"{'j': 22, 'n': 10, 'i': 6}"
opcode,,4,14,FOR_ITER,"{'j': 22, 'n': 10, 'i': 6}"
opcode,,4,16,STORE_FAST,"{'j': 22, 'n': 10, 'i': 6}"
line,,5,18,LOAD_FAST,"{'j': 22, 'n': 10, 'i': 7}"
opcode,,5,18,LOAD_FAST,"{'j': 22, 'n': 10, 'i': 7}"
opcode,,5,20,LOAD_FAST,"{'j': 22, 'n': 10, 'i': 7}"
opcode,,5,22,BINARY_ADD,"{'j': 22, 'n': 10, 'i': 7}"
opcode,,5,24,STORE_FAST,"{'j': 22, 'n': 10, 'i': 7}"
opcode,,5,26,JUMP_ABSOLUTE,"{'j': 29, 'n': 10, 'i': 7}"
line,,4,14,FOR_ITER,"{'j': 29, 'n': 10, 'i': 7}"
opcode,,4,14,FOR_ITER,"{'j': 29, 'n': 10, 'i': 7}"
opcode,,4,16,STORE_FAST,"{'j': 29, 'n': 10, 'i': 7}"
line,,5,18,LOAD_FAST,"{'j': 29, 'n': 10, 'i': 8}"
opcode,,5,18,LOAD_FAST,"{'j': 29, 'n': 10, 'i': 8}"
opcode,,5,20,LOAD_FAST,"{'j': 29, 'n': 10, 'i': 8}"
opcode,,5,22,BINARY_ADD,"{'j': 29, 'n': 10, 'i': 8}"
opcode,,5,24,STORE_FAST,"{'j': 29, 'n': 10, 'i': 8}"
opcode,,5,26,JUMP_ABSOLUTE,"{'j': 37, 'n': 10, 'i': 8}"
line,,4,14,FOR_ITER,"{'j': 37, 'n': 10, 'i': 8}"
opcode,,4,14,FOR_ITER,"{'j': 37, 'n': 10, 'i': 8}"
opcode,,4,16,STORE_FAST,"{'j': 37, 'n': 10, 'i': 8}"
line,,5,18,LOAD_FAST,"{'j': 37, 'n': 10, 'i': 9}"
opcode,,5,18,LOAD_FAST,"{'j': 37, 'n': 10, 'i': 9}"
opcode,,5,20,LOAD_FAST,"{'j': 37, 'n': 10, 'i': 9}"
opcode,,5,22,BINARY_ADD,"{'j': 37, 'n': 10, 'i': 9}"
opcode,,5,24,STORE_FAST,"{'j': 37, 'n': 10, 'i': 9}"
opcode,,5,26,JUMP_ABSOLUTE,"{'j': 46, 'n': 10, 'i': 9}"
line,,4,14,FOR_ITER,"{'j': 46, 'n': 10, 'i': 9}"
opcode,,4,14,FOR_ITER,"{'j': 46, 'n': 10, 'i': 9}"
line,,6,28,LOAD_FAST,"{'j': 46, 'n': 10, 'i': 9}"
opcode,,6,28,LOAD_FAST,"{'j': 46, 'n': 10, 'i': 9}"
opcode,,6,30,RETURN_VALUE,"{'j': 46, 'n': 10, 'i': 9}"
return,46,6,30,RETURN_VALUE,"{'j': 46, 'n': 10, 'i': 9}"
opcode,,8,14,POP_TOP,"{'functionCallString': '\ndef test(j):\n    n = 10\n    for i in range(1, n):\n        j = i + j\n    return j\n\ntest(1)\n', 'f': <_io.TextIOWrapper name='algoData.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7fe47898e7c0>, 'test': <function test at 0x7fe47898a430>}"
opcode,,8,16,LOAD_CONST,"{'functionCallString': '\ndef test(j):\n    n = 10\n    for i in range(1, n):\n        j = i + j\n    return j\n\ntest(1)\n', 'f': <_io.TextIOWrapper name='algoData.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7fe47898e7c0>, 'test': <function test at 0x7fe47898a430>}"
opcode,,8,18,RETURN_VALUE,"{'functionCallString': '\ndef test(j):\n    n = 10\n    for i in range(1, n):\n        j = i + j\n    return j\n\ntest(1)\n', 'f': <_io.TextIOWrapper name='algoData.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7fe47898e7c0>, 'test': <function test at 0x7fe47898a430>}"
return,,8,18,RETURN_VALUE,"{'functionCallString': '\ndef test(j):\n    n = 10\n    for i in range(1, n):\n        j = i + j\n    return j\n\ntest(1)\n', 'f': <_io.TextIOWrapper name='algoData.csv' mode='w' encoding='UTF-8'>, 'writer': <_csv.writer object at 0x7fe47898e7c0>, 'test': <function test at 0x7fe47898a430>}"
